province;red;green;blue;x;x
861;131;86;173;Coahuila;x
862;4;88;32;Yaqui;x
863;132;90;79;Suma;x#
864;4;92;126;Concho;x
865;132;94;173;Cochimi;x
866;4;96;32;Guaycura;x
867;132;98;79;Mojave;x#
868;4;100;126;Chumash;x
869;133;102;173;Salinan;x
870;5;104;32;Yorkuts;x
871;133;106;79;Pomo;x
872;5;108;126;Kalapuya;x#
873;133;110;173;Chinook;x
874;5;112;32;Salish;x
875;133;114;79;Canyon;x#
876;6;116;126;Yavapai;x
877;134;118;173;Pima;x
878;6;120;32;Navajo;x
879;134;122;79;Apache;x##
880;6;124;126;Pueblo;x##
881;134;126;173;Piro;x
882;6;128;32;Mescalero;x
883;135;130;79;Lipan;x
884;7;132;126;Karankawa;x
885;135;134;173;Comanche;x
886;7;136;32;Waco;x#
887;135;138;79;Tonkawa;x
888;7;140;126;Atakapa;x
889;135;142;173;Arapaho;x
890;8;144;32;Kiowa;x#
891;136;146;79;Jicarilla;x
892;8;148;126;Wichita;x
893;136;150;173;Chitimacha;x
894;8;152;32;Caddo;x
895;136;154;79;Arkansas;x##
896;8;156;126;Ozark;x
897;137;158;173;Quapaw;x
898;9;32;32;Kansas;x#
899;137;34;79;Osage;x
900;9;36;126;Tamaroa;x
901;137;38;173;Pawnee;x
902;9;40;32;Missouri;x
903;137;42;79;Omaha;x#
904;10;44;126;Nakota;x
905;138;46;173;Iowa;x
906;10;48;32;Lakota;x
907;138;50;79;Dakota;x
908;10;52;126;Minnesota;x##
909;138;54;173;Mandan;x
910;10;56;32;Chippewa;x
911;139;58;79;Menominee;x
912;11;60;126;Sauk;x
913;139;62;173;Fox;x
914;11;64;32;Winnebago;x
915;139;66;79;Illinois;x##
916;11;68;126;Kaskaskia;x
917;139;70;173;Cahokia;x
918;12;72;32;Tennessee;x
919;140;74;79;Chickasaw;x
920;12;76;126;Choctaw;x#
921;140;78;173;Bayougoula;x
922;12;80;32;Mobile;x
923;140;82;79;Pensacola;x
924;12;84;126;Alabama;x
925;141;86;173;Tuskegee;x#
926;13;88;32;Seminole;x
927;141;90;79;Timucua;x
928;13;92;126;Apalachee;x
929;141;94;173;Muskogee;x
930;13;96;32;Yamasee;x#
931;141;98;79;Chiaha;x
932;14;100;126;Santee;x
933;142;102;173;Catawba;x#
934;14;104;32;Shawnee;x
935;142;106;79;Cherokee;x
936;14;108;126;Cheraw;x
937;142;110;173;Tuscarora;x
938;14;112;32;Pamlico;x#
939;143;114;79;Pennyrile;x
940;15;116;126;Kentucky;x
941;143;118;173;Cumberland;x
942;15;120;32;Wea;x
943;143;122;79;Miami;x
944;15;124;126;Potawatomi;x#
945;143;126;173;Michigan;x
946;16;128;32;Wyandot;x
947;144;130;79;Erie;x
948;16;132;126;Ohio;x#
949;144;134;173;Monacan;x
950;16;136;32;Powhatan;x
951;144;138;79;Kanawha;x
952;16;140;126;Manahoac;x
953;145;142;173;Conoy;x
954;17;144;32;Allegheny;x
955;145;146;79;Susquehanna;x
956;17;148;126;Lenape;x#
957;145;150;173;Delaware;x
958;17;152;32;Seneca;x
959;145;154;79;Cayuga;x
960;18;156;126;Onondaga;x
961;146;158;173;Oneida;x#
962;18;32;32;Unami;x
963;146;34;79;Mahican;x
964;18;36;126;Mohawk;x
965;146;38;173;Manhattan;x
966;18;40;32;Connecticut;x#
967;147;42;79;Narraganset;x
968;19;44;126;Massachusetts;x
969;147;46;173;Pocumtuk;x
970;19;48;32;Pennacook;x
971;147;50;79;Abnaki;x#
972;19;52;126;Nootka;x
973;147;54;173;Squamish;x
974;20;56;32;Kwakiutl;x
975;148;58;79;Tsimshian;x
976;20;60;126;Tlingit;x
977;148;62;173;Yakutat;x#
978;20;64;32;Kenai;x
979;148;66;79;Aleut;x#
980;20;68;126;Beothuk;x
981;149;70;173;Taqamkuk;x
982;21;72;32;Unamakik;x#
983;149;74;79;Epekwitk;x
984;21;76;126;Acadia;x
985;149;78;173;Micmac;x
986;21;80;32;Kespek;x
987;149;82;79;Niagara;x##
988;22;84;126;Yhenil;x###
989;123;209;252;Ontario;x##sea
990;22;88;32;Kwedech;x
991;150;90;79;Ottawa;x
992;22;92;126;Algonquin;x
993;150;94;173;Hochelega;x
994;22;96;32;Stadacona;x
995;151;98;79;Atiamekw;x
996;23;100;126;Innu;x
997;151;102;173;Labrador;x
998;23;104;32;Ungava;x
999;151;106;79;Nunavik;x
1000;23;108;126;Cree;x
1001;151;110;173;Sault;x
1002;24;112;32;Abitbi;x
1003;152;114;79;Moose Cree;x
1004;24;116;126;Attawapiskat;x
1005;152;118;173;Swampy Cree;x
1006;24;120;32;Chipewyan;x
1007;152;122;79;Ojibwa;x
1008;24;124;126;Winnipeg;x
1009;153;126;173;Atikaki;x
1010;25;128;32;Manitoba;x
1011;153;130;79;Woods Cree;x
1012;25;132;126;Satsuma;x
1013;233;94;0;Cheongju;x
1014;25;136;32;Bungo;x
1015;153;138;79;Okinawa;x
1016;26;140;126;Nghe An;x
1017;154;142;173;Suo;x
1018;26;144;32;Izumo;x
1019;154;146;79;Harima;x
1020;26;148;126;Kyoto;x
1021;154;150;173;Settsu;x
1022;26;152;32;Amaravati;x
1023;155;154;79;Echizen;x
1024;27;156;126;Echigo;x
1025;155;158;173;Dewa;x
1026;27;32;32;Mutsu;x
1027;155;34;79;Hitachi;x
1028;27;36;126;Musashi;x
1029;155;38;173;Kai;x
1030;28;40;32;Owari;x
1031;156;42;79;Kamikawa;x
1032;28;44;126;Kurils;x#
1033;156;46;173;Sakhalin;x
1034;28;48;32;Kamchatka;x##
1035;156;50;79;Penchisky;x
1036;28;52;126;Podzhiversk;x
1037;157;54;173;Nizhe-Kolymsk;x#
1038;29;56;32;Anadyrsk;x
1039;157;58;79;Verkhoyansk;x
1040;29;254;126;Suntar Khayat;x
1041;157;62;173;Gizhiga;x
1042;29;64;32;Kamnuskoye;x
1043;157;66;79;Okhotsk;x
1044;30;68;126;Tauisk;x#
1045;158;70;173;Yakutsk;x
1046;30;243;32;Butalsk;x
1047;158;174;79;Jugjur;x
1048;30;76;126;Udskoye;x
1049;158;78;173;Saghalian Oula;x
1050;30;80;32;Deren;x
1051;159;82;79;Uchurskoye;x
1052;31;84;126;Verkohzehkoye;x#
1053;159;86;173;Albazinsky;x
1054;31;88;32;Ilimsk;x
1055;159;90;79;Verkne-Angarsky;x
1056;31;92;126;Barguzinsky;x
1057;159;94;173;Udinsky;x#
1058;32;96;32;Nerchinsky;x
1059;160;98;79;Bratsk;x
1060;32;100;126;Irkutsk;x
1061;160;102;173;Yeniseysk;x
1062;32;104;32;Kachinsk;x#
1063;160;106;79;Sayan;x
1064;32;108;126;Tomsk;x
1065;161;110;173;Kuznetsk;x
1066;33;112;32;Altai;x
1067;161;114;79;Narym;x
1068;33;116;126;Pegaya Orda;x
1069;161;118;173;Surgut;x
1070;33;120;32;Koda;x#
1071;161;122;79;Tara;x
1072;34;124;126;Obdorsk;x
1073;162;226;173;Berezov;x
1074;34;228;32;Sibir;x
1075;162;130;79;Tyumen;x
1076;34;132;126;Kurgan;x
1077;162;134;173;Solikamsk;x
1078;34;136;32;Middle Urals;x#
1079;163;138;79;Viatka;x
1080;35;140;126;North Urals;x
1081;163;142;173;Simbirsk;x
1082;35;144;32;Kazan;x#
1083;163;146;79;Zavolochye;x
1084;35;148;126;Wadjuk;x
1085;163;150;173;Paredarerme;x
1086;36;152;32;Kaurna;x
1087;164;154;79;Woiworung;x#
1088;36;156;126;Wergaia;x
1089;164;158;173;Wiradjuri;x
1090;36;232;32;Eora;x
1091;164;34;79;Kamilaroi;x
1092;36;36;126;Bundjalung;x#
1093;165;38;173;Barunggam;x
1094;37;240;32;Gubbi Gubbi;x
1095;165;42;79;Falklands;x
1096;37;44;126;Cape Verde;x
1097;165;46;173;Fernando Po;x
1098;37;248;32;St. Helena;x#
1099;165;50;79;Socotra;x
1100;38;52;126;Mahe;x
1101;166;54;173;Diego Garcia;x
1102;38;247;32;Mauritius;x
1103;166;58;79;Bourbon;x#
1104;38;60;126;Eiriksfjord;x
1105;166;62;173;Vestbygden;x
1106;38;164;32;Whangarei;x
1107;167;66;79;Taranaki;x
1108;39;68;126;Wairoa;x#
1109;167;70;173;Timaru;x
1110;39;72;32;Rio de Oro;x
1111;167;74;79;Arguin;x
1112;39;76;126;Trarza;x#
1113;167;78;173;Cayor;x
1114;40;80;32;Gabu;x
1115;168;82;79;Brakna;x
1116;40;84;126;Wolof;x
1117;168;86;173;Futa Jallon;x
1118;40;88;32;Sierra Leone;x
1119;168;90;79;Grain Coast;x
1120;40;92;126;Bambuk;x
1121;169;94;173;Bure;x#
1122;41;96;32;Konian;x
1123;169;98;79;Segu;x
1124;41;100;126;Wasuju;x
1125;169;102;173;Worodugu;x
1126;41;104;32;Ivory Coast;x#
1127;169;106;79;Tuat;x
1128;42;108;126;Taodeni;x
1129;170;110;173;Azawadd;x
1130;42;112;32;Tadimekket;x
1131;170;114;79;Massina;x
1132;42;116;126;Timbuktu;x
1133;170;118;173;Gao;x
1134;42;120;32;Jenne;x
1135;171;122;79;Yatenga;x#
1136;43;124;126;Gurma;x
1137;171;126;173;Wagadugi;x
1138;43;128;32;Kumasi;x
1139;171;130;79;Gold Coast;x#
1140;43;132;126;Abomey;x
1141;171;134;173;Whydah;x
1142;44;136;32;Dendi;x
1143;172;138;79;Borgu;x
1144;44;140;126;Oyo;x
1145;172;142;173;Nupe;x#
1146;44;144;32;Ife;x
1147;172;146;79;Benin;x
1148;44;148;126;Gobir;x
1149;173;150;173;Katsina;x
1150;45;152;32;Zamfara;x#
1151;173;154;79;Bonny;x
1152;45;156;126;Idah;x
1153;173;158;173;Pindinga;x
1154;45;32;32;Zazzau;x
1155;173;34;79;Kano;x
1156;46;36;126;Damagaram;x
1157;174;38;173;Damasak;x
1158;46;40;32;Kanem;x
1159;174;42;79;Bagirmi;x#
1160;46;44;126;Bornu;x
1161;174;246;173;Bauchi;x
1162;46;48;32;Wukari;x
1163;175;50;79;Calabar;x#
1164;47;52;126;Cameroon;x
1165;175;54;173;Gabon;x
1166;47;236;32;Loango;x
1167;175;58;79;Luanda;x
1168;206;217;77;Nsoyo;x#
1169;175;62;173;Mayombe;x
1170;48;64;32;Kongo;x
1171;176;66;79;Ndongo;x
1172;48;68;126;Benguela;x
1173;176;70;173;Namibia;x#
1174;48;172;32;Angra Pequena;x##
1175;176;74;79;Lesser Namaqualand;x
1176;48;76;126;Roggeveld;x
1177;177;78;173;Cape;x
1178;49;80;32;Great Karoo;x
1179;177;82;79;Swellendam;x#
1180;49;84;126;Transkei;x
1181;177;86;173;Natal;x
1182;49;88;32;Delagoa Bay;x
1183;177;90;79;Inhambane;x
1184;50;92;126;Zimbabwe;x
1185;178;94;173;Uteve;x
1186;50;96;32;Sofala;x#
1187;178;98;79;Urungwe;x
1188;50;100;126;Tete;x
1189;178;202;173;Barwe;x
1190;50;104;32;Zumbo;x
1191;179;106;79;Sena;x#
1192;51;108;126;Quelimane;x
1193;179;110;173;Menabe;x
1194;51;212;32;Besalampy;x
1195;179;114;79;Mozambique;x#
1196;51;116;126;Kilwa;x
1197;179;118;173;Ujiji;x
1198;52;120;32;Tabora;x
1199;180;122;79;Bagamoyo;x##
1200;52;124;126;Tanga;x
1201;180;126;173;Zanzibar;x
1202;52;128;32;Mombasa;x#
1203;180;130;79;Malindi;x
1204;52;132;126;Chisimayo;x
1205;181;134;173;Mogadishu;x
1206;53;136;32;Mayertern;x
1207;181;138;79;Ogaden;x
1208;53;140;126;Haud;x#
1209;181;142;173;Berbera;x
1210;53;144;32;Ifat;x
1211;181;146;79;Harer;x
1212;54;148;126;Zeila;x#
1213;182;150;173;Shoa;x
1214;54;152;32;Awsa;x
1215;182;154;79;Tajura;x
1216;54;156;126;Dar Nuba;x
1217;182;158;173;Fazughli;x
1218;54;32;32;Kefa;x
1219;183;34;79;Kordofan;x##
1220;55;36;126;Dar Ja'al;x
1221;183;38;173;Taqali;x
1222;55;40;32;Gezira;x#
1223;183;42;79;Gojjam;x
1224;55;44;126;Gonder;x
1225;183;246;173;Butana;x##
1226;56;48;32;Taka;x
1227;184;50;79;Tigre;x
1228;56;252;126;Dongola;x
1229;184;54;173;Berber;x
1230;56;56;32;Massawa;x#
1231;184;58;79;Aswan;x
1232;56;60;126;Suakin;x
1233;185;62;173;Kharga;x
1234;57;164;32;Qasr Ibrim;x
1235;185;66;79;Guam;x##
1236;57;68;126;Rabaul;x#
1237;185;70;173;Papua;x
1238;57;172;32;Solomon Islands;x
1239;185;74;79;Vanuatu;x
1240;58;76;126;Hawaii;x
1241;186;78;173;Kiribati;x
1242;58;180;32;Fiji;x#
1243;186;82;79;Samoa;x
1244;58;84;126;Tahiti;x
1245;186;86;173;Irian;x
1246;58;188;32;Aorangi;x
1247;187;90;79;Corsica;x
1248;59;92;126;Maldives;x##
1249;187;94;173;Yola;x
1250;133;186;76;Vasrn;x
1251;186;137;91;Vasern;x
1252;13;186;30;Gulf of Bothnia;x
1253;124;186;184;Uands Hav;x#
1254;176;143;183;Gulf of Finland;x
1255;183;128;141;Western Baltic Sea;x
1256;145;183;167;Gulf of Riga;x#
1257;183;168;93;Southern Baltic Sea;x
1258;183;123;162;osesund;x
1259;164;183;148;Kattegat;x
1260;183;146;139;Peipsi Jas;x
1261;146;146;183;Ladoga;x
1262;183;154;117;Onega;x
1263;121;183;136;Barents Sea;x##
1264;181;112;72;Lofoten Sea;x
1265;181;175;139;Northern Norwegian Sea;x
1266;170;173;95;Southern Norwegian Sea;x
1267;173;92;84;Skagerrack;x
1268;119;173;169;Helgoland Bight;x#
1269;149;173;107;Coast of Holland;x
1270;121;173;149;Dogger Bank;x
1271;164;159;173;Straits of Dover;x
1272;173;90;82;The Channel;x
1273;105;170;115;Taveta;x
1274;161;170;114;Coast of Britanny;x
1275;111;167;170;Quiberon Bay;x
1276;131;140;170;Cote D'Argent;x#
1277;170;92;117;Bay of Biscay;x
1278;85;170;135;Cantabrian Sea;x
1279;170;170;148;Tyne;x
1280;30;149;170;Firth of Forth;x
1281;170;159;75;The North Sea;x#
1282;168;124;145;Moray Firth;x
1283;168;80;58;North Channel;x
1284;122;168;97;Irish Sea;x
1285;168;134;25;St. George's Channel;x
1286;168;10;10;Donegal Bay;x#
1287;125;102;165;Dingle Bay;x
1288;157;165;163;Celtic Sea;x
1289;165;117;119;Western Approaches;x
1290;157;165;104;Finisterre Bay;x#
1291;97;163;122;Lusitanian Sea;x
1292;150;163;99;Gulf of Cadiz;x
1293;163;79;79;Straits of Gibraltar;x
1294;130;158;163;Gulf of Almeira;x
1295;163;110;129;Gulf of Valencia;x
1296;110;126;163;Gulf of Lion;x#
1297;163;86;106;Cote D'Azur;x
1298;163;156;120;Ligurian Sea;x
1299;115;163;96;Shetland Straits;x
1300;163;143;66;Western Mediterranean;x
1301;163;76;42;Barbary Coast;x#
1302;163;129;75;Cape Bon;x
1303;163;83;83;Tyrrenean Sea;x
1304;146;163;37;Bay of Naples;x
1305;163;143;133;Gulf of Gabes;x
1306;181;48;132;Sao Tome;x
1307;160;138;64;Straits of Messina;x#
1308;160;75;54;Gulf of Venice;x
1309;119;160;53;Adriatic Sea;x
1310;96;160;134;Straits of Otranto;x
1311;157;146;160;Gulf of Taranto;x
1312;129;101;158;Ionian Sea;x#
1313;115;144;158;Gulf of Sirte;x
1314;133;102;158;Gulf of Tobruk;x
1315;155;113;133;Bay of Alexandrian;x##
1316;127;113;76;Palestinian Coast;x
1317;127;61;36;Gulf of Cyprus;x
1318;209;246;4;Spis;x
1319;62;124;52;Aegean Sea;x#
1320;79;97;124;Sea of Marmara;x
1321;115;57;124;Gulf of Varna;x
1322;86;124;98;Gulf of Odessa;x
1323;92;84;124;Sea of Azov;x#
1324;124;48;74;Eastern Black Sea;x
1325;124;96;39;Lake Balaton;x
1326;63;124;88;Caspian Sea;x#
1327;124;116;49;Aral Sea;x
1328;124;56;73;Gulf of Suez;x
1329;66;107;124;Red Sea;x
1330;124;64;87;Straits of Obokk;x#
1331;124;122;71;Bal el Mandeb;x
1332;123;112;124;Coast of Mascate;x
1333;124;34;64;Gulf of Masirah;x
1334;82;118;124;Straits of Hormuz;x##
1335;98;124;71;Persian Gulf;x
1336;124;74;48;Gulf of Indus;x
1337;124;27;76;Gulf of Gujarat;x
1338;74;124;101;Laquedive Islands;x
1339;124;95;71;Coast of Malabar;x#
1340;64;124;87;Comorin Cape;x
1341;122;107;35;Coast of Caramandel;x
1342;69;122;96;Coast of Orissa;x
1343;121;86;122;Ganges Delta;x#
1344;106;114;119;Akyab Bay;x
1345;119;95;67;Irrawady Delta;x
1346;85;119;100;Andaman Sea;x
1347;119;89;74;Mergui Archipelago;x#
1348;65;119;69;Straits of Malacca;x
1349;99;71;119;Nicobar Isles;x
1350;92;119;111;Coast of Atjeh;x
1351;76;119;118;Coast of Sumatra;x##
1352;117;92;87;Christmas Island;x
1353;98;117;69;Coast of Java;x
1354;75;117;97;Coast of Surabaya;x
1355;117;78;64;Straits of Lombok;x
1356;66;117;76;Timor Sea;x#
1357;102;80;114;The Moluccas;x
1358;114;112;61;Java Sea;x
1359;52;109;114;Straits of Makassar;x
1360;114;72;60;Karimata Strait;x
1361;44;114;110;Straits of Johore;x
1362;69;114;69;Malayan Sea;x#
1363;112;77;77;Coast of Sarawk;x
1364;73;112;56;Mekong Delta;x
1365;112;78;97;Gulf of Siam;x
1366;87;112;111;Cam Rah Bay;x
1367;112;69;59;South China Sea;x
1368;63;112;92;Coast of Brunei;x#
1369;112;87;69;Coast of Annam;x
1370;97;109;83;Gulf of Tonkin;x
1371;109;75;37;Guanghou Bay;x
1372;109;24;38;Taiwan Strait;x
1373;29;109;54;Yang Tse Delta;x
1374;109;96;64;Western Yellow Sea;x#
1375;42;109;104;Korea Bay;x
1376;70;107;79;South Korean Sea;x
1377;68;66;107;North Korean Sea;x
1378;40;107;82;Coast of Olga;x
1379;107;75;55;Tatar Straits;x##
1380;107;106;81;Amur Delta;x
1381;56;107;97;Baj of Ayan;x
1382;92;107;84;Bay of Komenskoie;x
1383;107;87;34;Coast of Kamchatska;x
1384;86;107;99;Oktothsk Sea;x#
1385;107;96;40;Coast Sahkalin;x
1386;86;83;107;Soya Strait;x
1387;107;60;49;Tsugaru Strait;x
1388;102;70;107;Yamato Basin;x
1389;80;104;65;Amakusa Sea;x##
1390;104;71;30;Yimune;x
1391;104;47;71;Garen;x
1392;43;97;104;Eramune;x
1393;104;77;42;Geyzra;x#
1394;64;78;104;Wunra;x
1395;104;71;69;Anthyr;x
1396;53;104;103;Ran Ruk;x
1397;104;89;60;Ran Ruk Forest;x
1398;67;104;81;Aurun;x#
1399;85;81;104;Anthyr Falls;x
1400;104;46;46;Ran Ruk Peak;x
1401;90;104;87;Sea of Banda;x#
1402;74;73;104;Philipine Sea;x
1403;104;53;71;Palau Islands;x
1404;73;102;93;Biak Bay;x
1405;102;92;37;Vilian Strait;x#
1406;102;69;92;Trobrian Islands;x
1407;64;102;65;Torres Strait;x
1408;102;39;47;Arafuam Sea;x
1409;69;102;75;Kolepom Bay;x
1410;102;69;0;Gulf of Carpentaria;x#
1411;55;102;51;Great Barrier Reef;x
1412;102;45;37;Capricorn Bay;x
1413;37;102;52;Cape Howe;x
1414;102;95;28;Bass Strait;x#
1415;145;91;15;Kangaroo Island;x
1416;114;145;90;Great Australian Bight;x
1417;145;37;53;Cape Leuwiin;x
1418;85;126;145;Shark Bay;x
1419;130;145;47;Northwest Cape;x#
1420;98;135;145;King Sound;x
1421;139;145;74;Tasman Sea;x
1422;65;145;124;Southern Tasman Sea;x
1423;145;97;39;Cook Strait;x
1424;145;81;81;Northern Tasman Sea;x##
1425;160;151;134;Cape Farwell;x
1426;100;160;89;Coast of New Zealand;x
1427;160;118;94;Cantebury Bight;x
1428;128;160;152;Sea of Antarctica;x
1429;160;143;96;New Caledonian Sea;x#
1430;140;158;148;Coral Sea;x
1431;155;154;115;Gilbert Sea;x
1432;155;115;108;Solomon Sea;x
1433;107;155;150;Nauru Island;x
1434;155;145;129;Melanesia Sea;x#
1435;91;155;132;Micronesia Sea;x
1436;155;117;60;Yap Islands;
1437;155;80;120;Mariana Islands;x
1438;133;155;107;Tinian Sea;x
1439;155;104;134;Iwo Jima Sea;x#
1440;51;155;56;Sanriku Coast;x
1441;111;155;152;The Kuriles;x
1442;155;73;141;Bay of Uka;x
1443;155;120;91;Bay of Oljut;x##
1444;57;155;80;Bay of Anadyr;x##
1445;153;84;74;Bering Sea;x
1446;140;153;113;Horn of Africa;x
1447;74;153;100;Coast of Pepper;x
1448;153;149;99;Zanzibar Strait;x
1449;153;73;61;Mozambique Channel;x#
1450;115;153;102;Diego Suarez Bay;x
1451;136;84;153;Western Arabian Sea;x
1452;153;30;77;Eastern Arabian Sea;x
1453;91;153;131;The Seychelles;x#
1454;74;112;153;Coast of Tamatave;x
1455;153;100;48;The Mascareignes;x
1456;111;153;144;Gulf of Zambeze;x#
1457;153;98;71;Coast of Natal;x
1458;120;153;137;Coast of Transkei;x
1459;153;97;131;Coast of Ciskei;x
1460;153;123;71;Cape of Good Hope;x#
1461;92;153;58;Coast of Namibia;x
1462;67;145;153;Coast of Angola;x
1463;153;111;56;Gulf of Kongo;x#
1464;85;153;120;Coast of Cameroon;x
1465;103;87;153;Gulf of Nigeria;x
1466;153;78;105;Ivory Coast;x
1467;135;122;153;Gold Coast;x#
1468;153;58;126;Coast of Gamvia;x
1469;91;153;136;Coast of Guinea;x
1470;153;134;82;Maueretanian Coast;x
1471;76;153;117;Canarian Sea;x#
1472;100;78;153;Coast of Morocco;x
1473;153;79;55;Jan Mayen Sea;x
1474;136;119;153;Spitzberg Sea;x
1475;126;153;99;Icelandic Sea;x#
1476;137;110;153;Eastern Coast of Iceland;x
1477;102;153;106;Western Coast of Iceland;x
1478;99;113;153;Northeastern Atlantic;x
1479;153;39;64;Rockall;x#
1480;153;149;82;Denmark Strait;x#
1481;87;153;120;Eastern Coast of Greenland;x
1482;144;122;153;Western Coast of Greenland;x
1483;146;153;55;Labrador Strait;x#
1484;64;153;145;Baffin Bay;x
1485;153;102;133;Hudson Straits;x
1486;153;120;32;James Bay;x
1487;130;153;135;Western Hudson Bay;x#
1488;153;83;30;Eastern Hudson Bay;x
1489;100;153;93;Foxe Bassin;x
1490;153;99;130;Gulf of St. Lawrence;x#
1491;153;109;47;Cabot Strait;x
1492;153;97;125;Bay of Fundy;x
1493;97;128;153;Strait of Belle Isle;x
1494;153;100;32;Fortune Bay;x##
1495;146;153;71;Notre Dame Bay;x
1496;111;153;133;Labrador Sea;x
1497;99;109;153;Greenland Sea;x
1498;153;78;53;Northern Atlantic;x
1499;76;153;80;Masschusetts Bay;x#
1500;153;106;45;Chesapaeake Bay;x
1501;108;134;153;Cape Hatteras;x
1502;153;80;74;Coast of Carolina;x
1503;153;76;123;Coast of Florida;x#
1504;138;153;130;Sea of Sargassos;x
1505;153;68;81;Florida Straits;x
1506;104;94;153;Apalachee Bay;x
1507;104;153;140;Mobile Bay;x
1508;117;153;70;Galveston Bay;x#
1509;153;35;45;Tampico Bay;x
1510;116;151;153;Yucatan Sea;x
1511;142;153;84;Gulf of Mexico;x
1512;102;153;123;Yucatan Channel;x
1513;153;88;48;Belize Bay;x#
1514;64;126;153;Moscitos Coast;x
1515;143;153;44;Gulf of Darien;x
1516;153;88;133;Jamica Channel;x
1517;123;153;100;Central Carribean;x#
1518;153;52;53;Northwestern Carribean;x
1519;61;153;56;Venezualan Gulf;x
1520;153;146;70;Venezuelan Sea;x
1521;153;97;122;Eastern Carribean;x#
1522;110;123;153;Windward Islands;x
1523;114;153;91;Lesser Antilles;x
1524;153;62;59;Turks & Caicos Sea;x
1525;108;124;153;Coast of Cuba;x
1526;153;130;62;Coast of Hispaniola;x#
1527;153;35;37;Guyana Coast;x
1528;111;153;139;Bay of Belem;x
1529;153;106;53;Amazonas Gulf;x
1530;50;153;111;Coast of Brazil;x#
1531;118;113;153;Coast of Recife;x
1532;61;153;116;Coast of Pernambuc;x
1533;129;119;153;Todos Santos Bay;x
1534;153;65;21;Rio De Janeiro;x#
1535;105;153;91;Baia Parangua;x
1536;153;105;88;Rio De La Plata;x
1537;120;153;151;Bahia Blanca;x
1538;153;143;93;Coast of Patagonia;x#
1539;78;121;153;Magellan Strait;x
1540;147;153;113;South Chilean Coast;x
1541;124;99;153;Coast of Chile;x
1542;153;107;38;Atacama Coast;x#
1543;151;149;153;Arica Gulf;x
1544;153;147;47;Arequipa Bay;x
1545;153;61;78;Coast of Peru;x
1546;97;140;153;Guayaguil Bay;x#
1547;153;71;85;Coast of Ecuador;x
1548;104;153;104;Gulf of Panama;x
1549;153;133;99;Bay of Costa Rica;x
1550;58;153;134;Acapulco Bay;x
1551;70;80;153;Manzazilla Bay;x#
1552;153;90;118;Mazatlan Bay;x
1553;81;109;153;Gulf of California;x
1554;153;118;50;Coast of Baja;x
1555;53;153;139;Coast of California;x
1556;142;104;153;Santa Catalina Islands;x#
1557;153;153;52;Coast of Oregon;x
1558;153;84;128;Coast of Columbia;x
1559;113;153;97;Hecate Strait;x
1560;65;153;147;Gulf of Alaska;x#
1561;144;153;99;Coast of Alaska;x
1562;153;70;118;Kuskowim Bay;x
1563;131;153;122;Hatton Bank;x##
1564;145;153;116;Eastern Gibbs Fracture;x
1565;153;58;77;Western Gibbs Fracture;x
1566;105;136;153;Iberian Shelf;x
1567;153;153;76;Sea of Azores;x
1568;61;153;94;Corner Seamounts;x#
1569;153;67;110;New England Seamounts;x
1570;92;153;45;Sable Island Bank;x
1571;153;67;94;Blake Plataeu;x
1572;103;153;97;West Bermuda Sea;x#
1573;153;104;71;East Bermuda Sea;x
1574;91;153;118;Some Funny Seaname;x
1575;153;84;95;Northern Guiana Basin;x
1576;153;95;64;Guiana Basin;x#
1577;76;153;76;Southern Guiana Basin;x
1578;153;89;44;Canary Approach;x
1579;101;153;81;Cap Verde Approach;x#
1580;153;74;85;Central Atlantic;x
1581;99;153;138;Central Atlantic;x
1582;153;136;30;Central Atlantic;x
1583;69;153;24;Central Atlantic;x#
1584;153;64;42;Romanche Gap;x
1585;61;153;81;East Guinea Basin;x
1586;153;104;32;West Guinea Basin;x##
1587;153;97;97;Coast of Falklands;x
1588;47;153;91;New Georgia Islands;x
1589;153;96;61;Western Atlantic;x
1590;108;153;141;Western Atlantic;x
1591;153;123;65;Western Atlantic;x
1592;87;153;99;Western Atlantic;x#
1593;153;112;105;Western Atlantic;x
1594;118;153;53;Western Atlantic;x
1595;87;153;148;East of Magellans;x#
1596;123;74;153;Central Atlantic;x
1597;71;153;128;Central Atlantic;x
1598;139;153;59;Central Atlantic;x
1599;123;153;142;Central Atlantic;x#
1600;153;91;109;Eastern Atlantic;x
1601;84;153;111;Eastern Atlantic;x
1602;153;130;73;Eastern Atlantic;x#
1603;96;153;122;Eastern Atlantic;x
1604;153;51;39;Eastern Atlantic;x
1605;130;135;153;Eastern Atlantic;x
1606;153;78;18;Southern Atlantic;x#
1607;108;131;153;Southern Atlantic;x
1608;153;109;62;Southern Atlantic;x
1609;93;153;99;Southern Atlantic;x
1610;153;91;78;Cape of Storms;x#
1611;114;153;78;Gulf of Bengal;x
1612;96;143;153;Northen Bay of Bengal;x
1613;153;119;61;Southern Bay of Bengal;x
1614;111;119;153;Ceylon Sea;x#
1615;153;85;52;Coast of Maldives;x
1616;153;102;151;Indian Ocean;x
1617;153;146;48;Indian Ocean;x
1618;123;153;150;Indian Ocean;x#
1619;153;106;82;Indian Ocean;x
1620;45;153;56;Indian Ocean;x
1621;153;105;73;Indian Ocean;x##
1622;153;145;38;Indian Ocean;x
1623;105;153;145;Indian Ocean;x
1624;153;116;38;Indian Ocean;x
